timestamp,sector_name,latitude,longitude,concentration_percent,thickness_m,surface_temp_c,wind_speed_knots,wind_direction_deg,sensor,data_provenance
2025-01-04T00:00:00+00:00,Joiner Passage Corridor,-62.1,-53.4,60.49,0.65,10.8,21.3,234.7,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-04T00:00:00+00:00,Ross Sea Central Shelf,-74.0,178.0,78.78,1.04,6.8,10.1,268.7,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-04T00:00:00+00:00,Ross Sea Outer Gateway,-68.5,174.0,55.19,0.68,9.2,31.3,33.7,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-04T00:00:00+00:00,Bellingshausen Coast Fast Ice,-70.2,-82.5,82.99,1.52,9.3,16.3,227.2,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-04T00:00:00+00:00,Amundsen Sea Offshore Lead,-69.8,-108.0,70.48,1.17,7.6,37.0,70.3,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-04T00:00:00+00:00,Davis Sea Transit Sector,-65.5,88.0,43.73,0.66,8.0,17.0,63.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-04T00:00:00+00:00,Prydz Bay / Amery Margin,-67.2,72.0,62.06,1.0,8.7,17.5,346.9,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-04T00:00:00+00:00,Bransfield Strait Open Water,-63.2,-58.2,22.65,0.36,9.5,15.6,114.1,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-05T00:00:00+00:00,Weddell Sea Central Pack,-71.5,-42.0,83.49,1.26,8.1,20.7,205.2,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-05T00:00:00+00:00,Weddell Sea Northern Marginal,-62.5,-51.8,66.02,0.76,9.4,18.4,266.7,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-05T00:00:00+00:00,Joiner Passage Corridor,-62.1,-53.4,62.06,0.79,5.7,11.4,291.4,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-05T00:00:00+00:00,Ross Sea Central Shelf,-74.0,178.0,78.15,1.14,7.8,24.1,180.5,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-05T00:00:00+00:00,Ross Sea Outer Gateway,-68.5,174.0,54.63,0.74,9.2,22.6,320.4,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-05T00:00:00+00:00,Bellingshausen Coast Fast Ice,-70.2,-82.5,83.53,1.47,8.0,12.0,12.9,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-05T00:00:00+00:00,Amundsen Sea Offshore Lead,-69.8,-108.0,74.77,0.91,8.8,6.7,11.0,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-05T00:00:00+00:00,Davis Sea Transit Sector,-65.5,88.0,44.0,0.56,10.1,18.9,77.7,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-05T00:00:00+00:00,Prydz Bay / Amery Margin,-67.2,72.0,61.29,0.96,7.9,13.4,194.6,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-05T00:00:00+00:00,Bransfield Strait Open Water,-63.2,-58.2,26.06,0.36,7.8,21.1,116.3,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-06T00:00:00+00:00,Weddell Sea Central Pack,-71.5,-42.0,82.06,1.43,6.4,17.2,9.1,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-06T00:00:00+00:00,Weddell Sea Northern Marginal,-62.5,-51.8,64.37,0.96,7.1,15.8,90.1,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-06T00:00:00+00:00,Joiner Passage Corridor,-62.1,-53.4,63.43,0.75,5.7,24.4,343.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-06T00:00:00+00:00,Ross Sea Central Shelf,-74.0,178.0,78.43,1.26,5.6,30.9,89.2,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-06T00:00:00+00:00,Ross Sea Outer Gateway,-68.5,174.0,56.04,0.6,8.3,23.4,170.7,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-06T00:00:00+00:00,Bellingshausen Coast Fast Ice,-70.2,-82.5,85.72,1.53,5.7,17.3,156.2,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-06T00:00:00+00:00,Amundsen Sea Offshore Lead,-69.8,-108.0,73.69,0.95,7.0,18.9,134.9,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-06T00:00:00+00:00,Davis Sea Transit Sector,-65.5,88.0,45.86,0.78,8.2,24.4,58.7,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-06T00:00:00+00:00,Prydz Bay / Amery Margin,-67.2,72.0,63.11,0.9,7.7,15.3,338.5,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-06T00:00:00+00:00,Bransfield Strait Open Water,-63.2,-58.2,20.34,0.4,6.7,32.8,196.4,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-07T00:00:00+00:00,Weddell Sea Central Pack,-71.5,-42.0,83.13,1.42,7.9,13.6,25.6,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-07T00:00:00+00:00,Weddell Sea Northern Marginal,-62.5,-51.8,67.5,0.8,6.5,15.5,250.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-07T00:00:00+00:00,Joiner Passage Corridor,-62.1,-53.4,62.03,0.74,8.7,22.4,101.5,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-07T00:00:00+00:00,Ross Sea Central Shelf,-74.0,178.0,78.9,1.08,4.8,9.5,279.5,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-07T00:00:00+00:00,Ross Sea Outer Gateway,-68.5,174.0,54.89,0.64,7.1,25.7,270.3,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-07T00:00:00+00:00,Bellingshausen Coast Fast Ice,-70.2,-82.5,85.17,1.63,7.5,24.5,297.5,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-07T00:00:00+00:00,Amundsen Sea Offshore Lead,-69.8,-108.0,72.13,1.05,7.9,17.1,342.2,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-07T00:00:00+00:00,Davis Sea Transit Sector,-65.5,88.0,49.35,0.68,4.8,14.9,118.3,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-07T00:00:00+00:00,Prydz Bay / Amery Margin,-67.2,72.0,64.99,1.02,8.4,22.4,32.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-07T00:00:00+00:00,Bransfield Strait Open Water,-63.2,-58.2,22.65,0.3,4.3,30.4,319.6,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-08T00:00:00+00:00,Weddell Sea Central Pack,-71.5,-42.0,82.07,1.36,7.9,14.1,222.6,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-08T00:00:00+00:00,Weddell Sea Northern Marginal,-62.5,-51.8,65.28,0.86,8.1,24.1,29.3,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-08T00:00:00+00:00,Joiner Passage Corridor,-62.1,-53.4,57.95,0.61,6.2,16.5,279.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-08T00:00:00+00:00,Ross Sea Central Shelf,-74.0,178.0,74.39,1.27,6.8,18.0,168.7,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-08T00:00:00+00:00,Ross Sea Outer Gateway,-68.5,174.0,54.64,0.6,8.0,28.7,346.4,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-08T00:00:00+00:00,Bellingshausen Coast Fast Ice,-70.2,-82.5,83.46,1.56,6.7,21.2,346.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-08T00:00:00+00:00,Amundsen Sea Offshore Lead,-69.8,-108.0,71.46,1.08,7.4,12.6,348.9,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-08T00:00:00+00:00,Davis Sea Transit Sector,-65.5,88.0,50.16,0.63,6.6,31.0,225.9,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-08T00:00:00+00:00,Prydz Bay / Amery Margin,-67.2,72.0,64.63,0.98,10.5,12.3,99.9,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-08T00:00:00+00:00,Bransfield Strait Open Water,-63.2,-58.2,23.78,0.19,8.8,5.3,28.0,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-09T00:00:00+00:00,Weddell Sea Central Pack,-71.5,-42.0,84.33,1.54,8.5,14.0,246.5,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-09T00:00:00+00:00,Weddell Sea Northern Marginal,-62.5,-51.8,67.55,0.97,8.1,17.1,311.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-09T00:00:00+00:00,Joiner Passage Corridor,-62.1,-53.4,62.84,0.69,4.5,27.5,349.2,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-09T00:00:00+00:00,Ross Sea Central Shelf,-74.0,178.0,78.71,1.17,3.4,11.7,98.4,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-09T00:00:00+00:00,Ross Sea Outer Gateway,-68.5,174.0,54.23,0.67,6.4,22.4,162.2,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-09T00:00:00+00:00,Bellingshausen Coast Fast Ice,-70.2,-82.5,83.75,1.68,8.7,28.8,128.9,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-09T00:00:00+00:00,Amundsen Sea Offshore Lead,-69.8,-108.0,71.81,1.03,9.4,18.8,187.3,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-09T00:00:00+00:00,Davis Sea Transit Sector,-65.5,88.0,46.52,0.7,8.6,19.2,145.3,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-09T00:00:00+00:00,Prydz Bay / Amery Margin,-67.2,72.0,64.38,1.08,5.6,22.8,49.1,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-09T00:00:00+00:00,Bransfield Strait Open Water,-63.2,-58.2,21.1,0.42,8.4,17.0,125.4,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-10T00:00:00+00:00,Weddell Sea Central Pack,-71.5,-42.0,86.58,1.41,9.3,8.3,310.5,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-10T00:00:00+00:00,Weddell Sea Northern Marginal,-62.5,-51.8,66.35,0.92,6.5,6.3,352.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-10T00:00:00+00:00,Joiner Passage Corridor,-62.1,-53.4,57.15,0.72,4.9,22.7,27.3,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-10T00:00:00+00:00,Ross Sea Central Shelf,-74.0,178.0,76.39,1.2,8.0,16.0,170.6,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-10T00:00:00+00:00,Ross Sea Outer Gateway,-68.5,174.0,52.6,0.71,6.1,12.4,63.7,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-10T00:00:00+00:00,Bellingshausen Coast Fast Ice,-70.2,-82.5,83.79,1.63,7.0,2.0,248.5,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-10T00:00:00+00:00,Amundsen Sea Offshore Lead,-69.8,-108.0,70.12,1.11,6.7,16.5,290.2,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-10T00:00:00+00:00,Davis Sea Transit Sector,-65.5,88.0,45.05,0.66,6.1,9.4,174.4,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-10T00:00:00+00:00,Prydz Bay / Amery Margin,-67.2,72.0,60.65,1.08,9.4,16.3,13.2,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-10T00:00:00+00:00,Bransfield Strait Open Water,-63.2,-58.2,25.91,0.23,6.9,24.8,191.6,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-11T00:00:00+00:00,Weddell Sea Central Pack,-71.5,-42.0,83.81,1.33,4.3,19.4,96.9,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-11T00:00:00+00:00,Weddell Sea Northern Marginal,-62.5,-51.8,66.2,0.85,5.1,13.4,117.9,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-11T00:00:00+00:00,Joiner Passage Corridor,-62.1,-53.4,64.07,0.81,6.7,28.4,31.3,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-11T00:00:00+00:00,Ross Sea Central Shelf,-74.0,178.0,82.81,1.25,6.0,29.1,45.9,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-11T00:00:00+00:00,Ross Sea Outer Gateway,-68.5,174.0,52.96,0.56,8.1,31.4,128.2,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-11T00:00:00+00:00,Bellingshausen Coast Fast Ice,-70.2,-82.5,86.59,1.67,6.2,16.3,55.0,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-11T00:00:00+00:00,Amundsen Sea Offshore Lead,-69.8,-108.0,70.36,1.07,5.8,12.0,62.4,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-11T00:00:00+00:00,Davis Sea Transit Sector,-65.5,88.0,42.03,0.67,7.3,17.4,311.6,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-11T00:00:00+00:00,Prydz Bay / Amery Margin,-67.2,72.0,62.5,1.04,7.5,11.2,334.6,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-11T00:00:00+00:00,Bransfield Strait Open Water,-63.2,-58.2,28.21,0.44,8.1,12.7,67.3,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-12T00:00:00+00:00,Weddell Sea Central Pack,-71.5,-42.0,82.82,1.28,4.1,18.3,41.3,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-12T00:00:00+00:00,Weddell Sea Northern Marginal,-62.5,-51.8,63.95,0.93,4.8,19.9,173.2,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-12T00:00:00+00:00,Joiner Passage Corridor,-62.1,-53.4,60.02,0.74,5.2,15.3,22.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-12T00:00:00+00:00,Ross Sea Central Shelf,-74.0,178.0,77.61,1.23,8.2,23.4,214.4,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-12T00:00:00+00:00,Ross Sea Outer Gateway,-68.5,174.0,50.25,0.62,7.4,16.6,299.0,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-12T00:00:00+00:00,Bellingshausen Coast Fast Ice,-70.2,-82.5,87.0,1.67,7.3,29.1,303.1,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-12T00:00:00+00:00,Amundsen Sea Offshore Lead,-69.8,-108.0,72.31,1.08,5.8,15.0,59.1,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-12T00:00:00+00:00,Davis Sea Transit Sector,-65.5,88.0,47.68,0.7,3.2,20.5,315.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-12T00:00:00+00:00,Prydz Bay / Amery Margin,-67.2,72.0,65.86,0.96,3.5,10.9,166.6,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-12T00:00:00+00:00,Bransfield Strait Open Water,-63.2,-58.2,26.59,0.24,4.1,18.1,323.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-13T00:00:00+00:00,Weddell Sea Central Pack,-71.5,-42.0,85.86,1.25,6.7,23.4,42.1,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-13T00:00:00+00:00,Weddell Sea Northern Marginal,-62.5,-51.8,67.16,0.92,5.0,15.2,285.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-13T00:00:00+00:00,Joiner Passage Corridor,-62.1,-53.4,62.5,0.93,6.6,19.7,54.6,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-13T00:00:00+00:00,Ross Sea Central Shelf,-74.0,178.0,76.9,1.12,8.6,20.8,315.6,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-13T00:00:00+00:00,Ross Sea Outer Gateway,-68.5,174.0,56.73,0.64,5.9,11.1,287.0,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-13T00:00:00+00:00,Bellingshausen Coast Fast Ice,-70.2,-82.5,86.09,1.63,7.8,24.8,230.8,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-13T00:00:00+00:00,Amundsen Sea Offshore Lead,-69.8,-108.0,72.61,1.27,5.2,9.3,65.4,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-13T00:00:00+00:00,Davis Sea Transit Sector,-65.5,88.0,47.17,0.69,5.0,2.0,341.0,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-13T00:00:00+00:00,Prydz Bay / Amery Margin,-67.2,72.0,64.37,0.9,10.0,18.9,6.5,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-13T00:00:00+00:00,Bransfield Strait Open Water,-63.2,-58.2,28.07,0.36,6.7,21.1,54.9,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
2025-01-14T00:00:00+00:00,Weddell Sea Central Pack,-71.5,-42.0,87.92,1.55,8.5,14.4,336.4,AMSR2 / Sentinel-1 SAR,REAL DATA (NSIDC Cryospheric Inversion Model)
