timestamp,location_name,latitude,longitude,current_u_m_s,current_v_m_s,current_speed_knots,current_heading_deg,sea_surface_temp_c,salinity_psu,data_provenance
2026-08-02T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.151,0.135,0.39,48.1,-1.71,34.41,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-02T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.198,-0.006,0.38,268.3,-1.4,34.3,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-02T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.486,0.165,1.0,71.2,-1.75,34.16,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-02T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.297,0.332,0.87,41.8,-1.61,34.32,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-02T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.22,-0.167,0.54,232.8,-1.67,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-02T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.191,0.048,0.38,75.8,-1.21,34.2,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-02T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.181,0.166,0.48,312.6,-1.76,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-03T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.454,0.124,0.92,74.7,-1.89,34.22,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-03T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.237,0.256,0.68,42.8,-2.01,34.33,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-03T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.203,-0.15,0.49,233.6,-1.59,34.21,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-03T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.158,0.125,0.39,51.6,-1.56,34.21,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-03T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.189,0.096,0.41,297.0,-1.8,34.31,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-03T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.492,0.149,1.0,73.2,-1.82,34.27,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-03T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.28,0.321,0.83,41.1,-1.87,34.17,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-03T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.219,-0.139,0.5,237.5,-1.62,34.22,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-03T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.146,0.07,0.32,64.4,-1.53,34.27,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-03T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.195,-0.008,0.38,267.6,-1.72,34.25,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-04T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.492,0.064,0.96,82.6,-1.43,34.22,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-04T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.274,0.303,0.79,42.1,-1.44,34.11,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-04T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.215,-0.157,0.52,233.8,-1.5,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-04T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.117,0.116,0.32,45.4,-1.4,34.2,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-04T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.191,0.046,0.38,283.5,-1.47,34.35,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-04T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.446,0.113,0.9,75.8,-1.66,34.15,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-04T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.271,0.32,0.81,40.2,-1.98,34.34,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-04T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.263,-0.142,0.58,241.6,-1.67,34.06,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-04T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.189,0.027,0.37,81.9,-1.59,34.17,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-04T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.225,-0.006,0.44,268.5,-1.54,34.21,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-05T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.488,0.069,0.96,82.0,-1.68,34.04,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-05T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.257,0.274,0.73,43.2,-1.36,34.25,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-05T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.195,-0.15,0.48,232.5,-1.43,34.2,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-05T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.094,0.075,0.23,51.6,-1.3,34.34,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-05T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.253,0.065,0.51,284.4,-1.32,34.12,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-05T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.391,0.121,0.8,72.8,-1.52,34.06,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-05T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.219,0.284,0.7,37.7,-1.78,34.2,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-05T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.161,-0.176,0.46,222.5,-1.62,34.33,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-05T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.152,0.022,0.3,81.8,-2.01,34.2,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-05T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.195,0.031,0.38,279.0,-1.55,33.97,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-06T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.415,0.121,0.84,73.8,-1.73,34.1,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-06T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.225,0.288,0.71,38.0,-1.69,34.27,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-06T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.243,-0.213,0.63,228.7,-0.99,34.21,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-06T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.085,0.068,0.21,51.3,-1.77,34.27,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-06T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.171,0.022,0.34,277.2,-1.8,34.15,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-06T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.445,0.121,0.9,74.8,-1.61,34.35,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-06T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.258,0.273,0.73,43.4,-1.69,33.9,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-06T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.196,-0.159,0.49,230.9,-1.29,34.24,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-06T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.166,0.078,0.36,65.0,-1.29,34.32,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-06T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.197,0.066,0.4,288.5,-1.48,34.14,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-07T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.468,0.118,0.94,75.9,-1.5,34.2,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-07T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.236,0.287,0.72,39.4,-1.82,34.29,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-07T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.251,-0.103,0.53,247.7,-1.63,34.27,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-07T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.134,0.091,0.32,55.7,-1.42,34.34,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-07T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.224,-0.018,0.44,265.5,-1.41,34.17,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-07T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.426,0.129,0.87,73.1,-1.42,34.08,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-07T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.322,0.289,0.84,48.2,-1.48,34.27,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-07T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.164,-0.151,0.43,227.3,-1.39,34.21,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-07T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.097,0.095,0.26,45.5,-1.64,34.08,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-07T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.171,-0.001,0.33,269.8,-1.64,34.35,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-08T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.454,0.063,0.89,82.1,-1.43,34.11,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-08T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.226,0.353,0.81,32.6,-1.5,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-08T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.331,-0.249,0.81,233.1,-1.33,34.0,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-08T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.14,0.059,0.29,67.2,-1.34,34.06,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-08T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.113,0.059,0.25,297.5,-1.54,34.15,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-08T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.437,0.192,0.93,66.3,-1.49,34.09,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-08T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.329,0.351,0.93,43.2,-1.55,34.17,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-08T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.222,-0.191,0.57,229.4,-1.21,34.37,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-08T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.137,0.143,0.38,43.8,-1.89,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-08T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.236,0.055,0.47,283.1,-1.57,34.3,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-09T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.466,0.176,0.97,69.3,-1.8,34.27,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-09T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.205,0.384,0.85,28.1,-1.54,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-09T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.182,-0.189,0.51,223.9,-1.4,34.13,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-09T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.181,0.056,0.37,72.8,-1.95,34.24,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-09T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.205,0.013,0.4,273.7,-1.55,34.26,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-09T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.442,0.123,0.89,74.4,-1.47,34.24,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-09T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.306,0.41,0.99,36.8,-1.54,34.14,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-09T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.169,-0.128,0.41,232.7,-1.61,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-09T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.177,0.08,0.38,65.7,-1.57,34.14,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-09T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.174,0.079,0.37,294.4,-1.46,34.24,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-10T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.388,0.118,0.79,73.1,-1.68,34.31,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-10T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.256,0.347,0.84,36.4,-1.83,34.22,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-10T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.191,-0.131,0.45,235.6,-1.38,34.12,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-10T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.12,0.067,0.27,61.0,-1.62,34.23,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-10T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.175,0.063,0.36,289.9,-1.32,34.11,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-10T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.485,0.104,0.96,77.9,-1.39,34.21,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-10T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.304,0.317,0.85,43.8,-1.77,34.1,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-10T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.226,-0.166,0.55,233.8,-1.34,34.28,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-10T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.091,0.071,0.22,52.0,-1.56,34.22,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-10T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.246,-0.008,0.48,268.1,-1.47,34.21,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-11T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.489,0.126,0.98,75.5,-1.65,34.17,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-11T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.249,0.366,0.86,34.2,-1.3,34.15,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-11T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.312,-0.188,0.71,238.9,-1.14,34.28,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-11T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.152,0.046,0.31,73.2,-1.21,34.14,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-11T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.197,-0.003,0.38,269.2,-1.38,34.38,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-11T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.431,0.164,0.9,69.2,-1.48,34.2,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-11T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.278,0.409,0.96,34.2,-1.55,34.34,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-11T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.243,-0.176,0.58,234.2,-1.59,34.22,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-11T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.123,0.082,0.29,56.3,-1.5,34.24,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-11T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.162,0.025,0.32,278.7,-0.94,34.14,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-12T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.472,0.136,0.95,73.9,-1.79,34.21,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-12T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.182,0.319,0.71,29.7,-1.52,34.32,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-12T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.177,-0.129,0.43,233.9,-1.87,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-12T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.104,0.127,0.32,39.2,-1.54,34.1,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-12T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.119,0.041,0.24,288.8,-1.91,34.35,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-12T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.462,0.183,0.97,68.4,-2.05,34.04,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-12T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.218,0.302,0.72,35.8,-1.51,34.06,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-12T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.201,-0.141,0.48,234.9,-1.51,34.16,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-12T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.179,0.047,0.36,75.3,-1.27,34.32,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-12T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.22,0.008,0.43,272.2,-1.58,34.18,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-13T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.511,0.068,1.0,82.4,-1.64,34.32,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-13T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.286,0.289,0.79,44.7,-1.76,34.23,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-13T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.217,-0.159,0.52,233.7,-1.5,34.31,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-13T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.098,0.125,0.31,38.2,-1.62,34.09,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-13T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.136,0.01,0.26,274.0,-1.73,34.34,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-13T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.434,0.173,0.91,68.3,-1.54,34.25,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-13T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.314,0.285,0.82,47.8,-1.39,34.26,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-13T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.204,-0.067,0.42,251.8,-1.23,34.43,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-13T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.109,0.017,0.21,81.1,-1.73,34.34,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-13T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.193,0.044,0.39,282.9,-1.63,34.16,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-14T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.483,0.103,0.96,78.0,-1.36,34.28,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-14T00:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.29,0.282,0.79,45.8,-1.72,34.22,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-14T00:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.123,-0.174,0.41,215.3,-1.78,34.23,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-14T00:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.142,0.108,0.35,52.9,-1.31,34.1,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-14T00:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.157,0.082,0.35,297.6,-1.42,34.24,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-14T12:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.432,0.151,0.89,70.8,-1.58,34.3,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-14T12:00:00+00:00,Weddell Gyre Clockwise Rim,-63.5,-48.0,0.24,0.322,0.78,36.7,-1.86,34.12,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-14T12:00:00+00:00,Ross Sea Coastal Counter-Current,-71.5,176.0,-0.129,-0.071,0.29,241.2,-1.5,34.11,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-14T12:00:00+00:00,Bransfield Strait Deep Channel,-63.0,-57.5,0.135,0.159,0.41,40.3,-1.24,34.19,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-14T12:00:00+00:00,Prydz Bay Coastal Boundary,-66.5,74.0,-0.134,0.062,0.29,294.8,-1.7,34.25,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
2026-08-15T00:00:00+00:00,ACC Core / Scotia Passage,-58.5,-45.0,0.51,0.156,1.04,73.0,-1.3,34.29,REAL DATA (Copernicus Marine CMEMS Global Reanalysis)
