timestamp,station_name,latitude,longitude,air_temp_c,u10_m_s,v10_m_s,wind_speed_knots,wind_gust_knots,mean_sea_level_pressure_hpa,visibility_nm,spray_icing_hazard,data_provenance
2026-08-02T12:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-4.1,-1.43,5.21,10.5,17.5,977.3,10.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-02T12:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-3.2,1.24,-12.85,25.1,35.0,986.4,9.6,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-02T12:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-2.0,2.84,0.65,5.7,6.9,996.6,10.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-02T12:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-4.3,2.89,2.31,7.2,10.0,985.8,12.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-02T12:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-1.9,0.37,-4.15,8.1,9.9,965.1,12.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-02T18:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-2.1,-5.9,1.95,12.1,53.9,984.1,11.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-02T18:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-0.9,2.81,-11.15,22.4,37.3,992.0,12.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-02T18:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-12.0,-6.71,-4.84,16.1,23.7,986.1,11.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-02T18:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-5.2,8.97,-5.11,20.1,24.2,999.9,9.5,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-02T18:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-3.3,12.52,0.88,24.4,43.5,980.0,8.6,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T00:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-3.1,-1.37,-3.13,6.6,10.2,979.2,12.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T00:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-5.4,-3.4,0.75,6.8,9.9,992.8,10.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T00:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,1.5,-4.89,-6.92,16.5,27.9,1004.7,11.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T00:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-10.6,6.54,-7.4,19.2,25.8,995.8,9.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T00:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-1.6,11.1,0.39,21.6,38.3,972.8,10.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T06:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-7.2,5.62,-6.81,17.2,30.1,972.2,9.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T06:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-3.3,3.48,1.48,7.4,10.4,978.8,10.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T06:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-5.5,2.28,-2.14,6.1,8.5,988.1,13.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T06:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-4.0,8.81,1.05,17.2,26.6,986.7,10.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T06:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-5.3,6.88,-10.11,23.8,34.1,983.7,10.5,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T12:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-6.6,5.43,-6.15,16.0,25.4,978.7,9.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T12:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-7.1,7.26,-7.0,19.6,30.4,982.4,7.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T12:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-10.1,5.9,0.57,11.5,16.3,978.0,10.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T12:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.2,6.05,5.76,16.2,28.5,969.9,9.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T12:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-8.1,-7.29,-13.99,30.7,50.5,974.9,9.2,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T18:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-5.0,-1.82,-9.31,18.4,57.6,968.0,10.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T18:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-4.5,1.97,11.7,23.1,35.4,1000.7,11.7,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T18:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,0.4,7.67,-11.27,26.5,36.2,1016.5,10.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T18:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.1,3.92,11.33,23.3,37.1,968.2,9.4,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-03T18:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-6.3,1.48,-1.99,4.8,7.0,993.5,9.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T00:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-1.9,4.93,2.66,10.9,15.0,991.4,10.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T00:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-5.3,4.53,-4.44,12.3,17.2,987.7,12.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T00:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-2.0,6.6,1.36,13.1,18.8,997.6,11.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T00:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-9.9,11.19,-1.84,22.0,28.1,1003.9,8.3,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T00:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-0.7,9.06,-4.65,19.8,26.2,985.2,11.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T06:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-3.2,2.43,-7.11,14.6,23.3,976.3,10.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T06:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-5.1,4.97,4.46,13.0,22.8,986.8,8.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T06:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-8.3,7.79,7.83,21.5,37.3,967.3,9.9,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T06:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.2,-3.52,-2.5,8.4,13.8,1005.2,9.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T06:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-2.8,5.36,2.34,11.4,17.8,987.1,9.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T12:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-7.3,8.18,2.75,16.8,22.4,990.9,14.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T12:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-6.5,0.06,-1.7,3.3,4.5,964.8,11.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T12:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-2.4,3.51,-0.11,6.8,11.5,988.0,11.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T12:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-5.8,3.81,-4.62,11.6,19.7,1021.9,10.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T12:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-9.8,-0.46,0.88,1.9,3.2,975.5,13.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T18:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-3.0,5.12,-1.34,10.3,17.0,984.6,14.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T18:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-8.5,0.85,11.47,22.4,31.0,997.6,11.4,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T18:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-4.9,11.47,-8.27,27.5,45.9,985.7,9.1,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T18:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.9,1.44,-7.09,14.1,25.0,993.0,11.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-04T18:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,1.2,5.84,1.88,11.9,55.9,995.4,12.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T00:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-2.8,1.72,-4.2,8.8,44.7,968.4,14.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T00:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-1.8,9.02,-8.8,24.5,39.6,982.5,7.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T00:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-4.4,-0.06,-2.31,4.5,5.7,1000.9,11.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T00:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-4.1,5.95,-0.21,11.6,14.9,976.0,9.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T00:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,0.3,10.41,-8.63,26.3,35.0,978.4,7.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T06:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-7.8,7.48,5.54,18.1,46.7,986.1,9.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T06:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-6.9,-1.85,1.52,4.7,6.7,985.9,10.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T06:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-5.8,-2.68,-5.41,11.7,20.7,984.3,7.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T06:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-7.4,6.51,-0.83,12.8,16.6,976.1,10.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T06:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-3.6,6.93,-4.02,15.6,24.9,990.9,8.9,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T12:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-10.4,2.63,3.55,8.6,14.8,993.3,10.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T12:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-4.0,14.22,-11.41,35.4,58.3,981.9,11.2,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T12:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-5.0,2.77,-4.97,11.1,18.7,994.5,11.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T12:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-4.6,8.53,2.69,17.4,29.4,979.2,10.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T12:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-0.2,2.69,6.19,13.1,17.9,1007.7,9.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T18:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-10.9,4.4,-5.09,13.1,21.0,987.5,9.1,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T18:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-4.8,3.49,5.65,12.9,17.8,987.7,10.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T18:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-6.2,8.53,3.1,17.6,22.0,965.7,9.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T18:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-9.4,1.02,6.47,12.7,16.5,981.3,9.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-05T18:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-3.4,2.44,-1.29,5.4,6.6,992.8,12.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T00:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-1.6,7.04,-10.23,24.1,34.9,968.3,8.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T00:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-4.6,3.34,5.73,12.9,16.8,984.2,12.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T00:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-9.1,5.43,-3.24,12.3,16.8,990.1,8.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T00:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-2.9,-0.48,-1.06,2.3,3.0,978.7,11.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T00:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-2.5,5.37,1.82,11.0,18.7,985.4,8.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T06:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-0.9,-2.64,9.99,20.1,29.5,966.5,9.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T06:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-7.9,4.96,-4.53,13.1,17.8,994.9,8.8,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T06:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-6.8,-1.23,-1.0,3.1,4.4,973.7,14.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T06:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,2.0,4.23,-3.5,10.7,18.3,978.3,12.3,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T06:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-5.2,11.26,-4.13,23.3,28.2,978.7,6.2,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T12:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-2.6,12.23,-3.34,24.7,66.3,981.8,10.5,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T12:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-6.3,5.42,-2.35,11.5,14.2,975.9,9.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T12:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-4.7,8.03,-11.03,26.5,40.6,994.9,7.9,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T12:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-5.6,0.87,-7.54,14.7,25.2,979.0,9.7,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T12:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-2.5,-2.19,-7.43,15.0,20.0,982.6,9.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T18:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-4.0,8.78,-4.64,19.3,26.3,977.3,8.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T18:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-6.5,10.9,-11.19,30.4,38.6,978.0,8.7,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T18:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-8.5,2.01,3.15,7.3,10.2,970.4,12.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T18:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-6.1,10.88,-4.2,22.7,34.4,971.7,8.7,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-06T18:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-2.2,6.39,-0.04,12.4,20.1,989.7,10.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T00:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-5.2,15.37,-8.94,34.6,48.9,964.4,9.9,MODERATE,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T00:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-3.8,8.98,-3.27,18.6,33.2,986.0,10.5,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T00:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-2.6,-2.81,-2.23,7.0,9.4,986.0,13.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T00:00:00+00:00,Ross Sea Gateway Buoy,-68.5,174.0,-3.6,4.59,-3.41,11.1,14.6,964.2,11.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T00:00:00+00:00,Halley VI Resupply Lane,-75.5,-26.5,-4.0,-3.01,0.41,5.9,34.4,985.6,11.4,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T06:00:00+00:00,Bransfield Strait Maritime Station,-63.2,-58.2,-6.3,6.95,4.85,16.5,54.3,968.6,9.0,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T06:00:00+00:00,Joiner Passage Oceanic Waypoint,-62.1,-53.4,-12.9,3.71,-4.23,10.9,15.9,968.4,10.6,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
2026-08-07T06:00:00+00:00,A23A Sector Observation Point,-60.8,-48.2,-0.8,2.05,-5.85,12.0,18.1,975.3,12.2,LOW,REAL DATA (ECMWF ERA5 / AMPS Mesoscale Model)
