timestamp,iceberg_id,name,code,latitude,longitude,length_km,width_km,area_sq_km,thickness_m,mass_gt,drift_speed_knots,drift_heading_deg,detection_confidence,sensor_source,calving_shelf,risk_tier,data_provenance
2026-07-31T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-60.9242,-48.2994,38.0,12.0,410.4,320.0,120.4,0.28,113.4,94,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-03T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-60.7925,-48.2037,38.0,12.0,410.4,320.0,120.4,0.34,116.0,94,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-06T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-60.6523,-48.0944,38.0,12.0,410.4,320.0,120.4,0.3,124.5,94,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-09T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-60.5107,-47.9777,38.0,12.0,410.4,320.0,120.4,0.32,123.9,92,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-12T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-60.371,-47.8921,38.0,12.0,410.4,320.0,120.4,0.37,120.1,90,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-15T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-60.2333,-47.7935,38.0,12.0,410.4,320.0,120.4,0.42,121.0,98,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-18T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-60.0925,-47.6989,38.0,12.0,410.4,320.0,120.4,0.35,121.2,95,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-21T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-59.97,-47.5969,38.0,12.0,410.4,320.0,120.4,0.32,121.2,94,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-24T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-59.8323,-47.4838,38.0,12.0,410.4,320.0,120.4,0.33,123.9,93,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-27T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-59.7006,-47.3747,38.0,12.0,410.4,320.0,120.4,0.35,115.1,98,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-30T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-59.5734,-47.288,38.0,12.0,410.4,320.0,120.4,0.39,122.6,94,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-09-02T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-59.4434,-47.1997,38.0,12.0,410.4,320.0,120.4,0.33,119.8,94,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-09-05T00:00:00+00:00,A23A,Iceberg A-23A,USNIC-2024-A23A,-59.3077,-47.0798,38.0,12.0,410.4,320.0,120.4,0.3,110.5,93,Sentinel-1 SAR C-Band,Filchner-Ronne Ice Shelf,CRITICAL,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-01T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-61.3573,-45.8378,29.0,9.0,234.9,265.0,57.1,0.58,120.9,92,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-04T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-61.2045,-45.6219,29.0,9.0,234.9,265.0,57.1,0.57,124.5,94,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-07T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-61.057,-45.4284,29.0,9.0,234.9,265.0,57.1,0.48,130.1,91,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-10T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-60.9114,-45.253,29.0,9.0,234.9,265.0,57.1,0.55,111.7,95,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-13T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-60.7531,-45.0605,29.0,9.0,234.9,265.0,57.1,0.62,117.3,94,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-16T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-60.607,-44.8751,29.0,9.0,234.9,265.0,57.1,0.55,116.1,93,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-19T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-60.4455,-44.6791,29.0,9.0,234.9,265.0,57.1,0.5,120.3,89,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-22T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-60.2917,-44.4713,29.0,9.0,234.9,265.0,57.1,0.59,123.5,94,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-25T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-60.1344,-44.2855,29.0,9.0,234.9,265.0,57.1,0.56,124.5,92,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-28T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-59.9908,-44.0853,29.0,9.0,234.9,265.0,57.1,0.57,117.8,94,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-01T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-59.8315,-43.8784,29.0,9.0,234.9,265.0,57.1,0.54,115.4,95,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-04T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-59.6779,-43.6831,29.0,9.0,234.9,265.0,57.1,0.56,110.8,95,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-07T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-59.5305,-43.4951,29.0,9.0,234.9,265.0,57.1,0.57,126.0,92,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-10T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-59.3827,-43.3184,29.0,9.0,234.9,265.0,57.1,0.49,128.0,94,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-13T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-59.2347,-43.1249,29.0,9.0,234.9,265.0,57.1,0.47,119.6,95,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-16T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-59.09,-42.9195,29.0,9.0,234.9,265.0,57.1,0.58,124.6,92,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-19T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-58.9264,-42.7362,29.0,9.0,234.9,265.0,57.1,0.48,130.8,91,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-22T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-58.7768,-42.5442,29.0,9.0,234.9,265.0,57.1,0.52,126.6,95,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-25T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-58.61,-42.34,29.0,9.0,234.9,265.0,57.1,0.53,113.0,94,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-28T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-58.4598,-42.1536,29.0,9.0,234.9,265.0,57.1,0.51,130.5,96,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-31T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-58.2955,-41.9716,29.0,9.0,234.9,265.0,57.1,0.52,118.9,94,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-03T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-58.1329,-41.7783,29.0,9.0,234.9,265.0,57.1,0.52,123.3,94,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-06T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-57.9704,-41.6161,29.0,9.0,234.9,265.0,57.1,0.48,119.2,91,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-09T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-57.8231,-41.4519,29.0,9.0,234.9,265.0,57.1,0.55,118.3,92,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-12T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-57.6534,-41.2625,29.0,9.0,234.9,265.0,57.1,0.55,121.2,95,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-15T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-57.5138,-41.0695,29.0,9.0,234.9,265.0,57.1,0.5,123.4,99,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-18T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-57.3456,-40.8591,29.0,9.0,234.9,265.0,57.1,0.46,121.1,93,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-21T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-57.201,-40.6602,29.0,9.0,234.9,265.0,57.1,0.56,121.6,95,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-24T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-57.0342,-40.4697,29.0,9.0,234.9,265.0,57.1,0.6,115.7,93,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-27T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-56.8786,-40.28,29.0,9.0,234.9,265.0,57.1,0.46,125.3,97,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-30T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-56.7186,-40.0836,29.0,9.0,234.9,265.0,57.1,0.51,122.3,95,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-09-02T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-56.564,-39.8959,29.0,9.0,234.9,265.0,57.1,0.42,119.8,96,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-09-05T00:00:00+00:00,A76A,Iceberg A-76A,USNIC-2023-A76A,-56.4075,-39.7194,29.0,9.0,234.9,265.0,57.1,0.49,112.0,89,Sentinel-1 SAR C-Band,Ronne Ice Shelf,HIGH,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-01T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.1329,174.4061,16.0,7.0,100.8,210.0,19.4,0.3,259.0,95,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-04T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.1723,174.3251,16.0,7.0,100.8,210.0,19.4,0.24,263.6,96,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-07T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.2122,174.2256,16.0,7.0,100.8,210.0,19.4,0.31,278.8,94,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-10T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.2529,174.1408,16.0,7.0,100.8,210.0,19.4,0.31,269.3,94,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-13T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.313,174.0291,16.0,7.0,100.8,210.0,19.4,0.38,266.9,90,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-16T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.3472,173.9547,16.0,7.0,100.8,210.0,19.4,0.23,270.2,93,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-19T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.3947,173.8486,16.0,7.0,100.8,210.0,19.4,0.25,267.5,95,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-22T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.4412,173.7553,16.0,7.0,100.8,210.0,19.4,0.29,269.0,92,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-25T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.4931,173.6549,16.0,7.0,100.8,210.0,19.4,0.28,262.8,92,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-06-28T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.5302,173.549,16.0,7.0,100.8,210.0,19.4,0.28,262.9,96,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-01T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.5644,173.4561,16.0,7.0,100.8,210.0,19.4,0.29,272.3,93,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-04T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.6151,173.3705,16.0,7.0,100.8,210.0,19.4,0.25,272.1,96,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-07T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.6696,173.2728,16.0,7.0,100.8,210.0,19.4,0.28,259.2,93,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-10T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.7141,173.1613,16.0,7.0,100.8,210.0,19.4,0.32,278.3,96,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-13T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.7424,173.0618,16.0,7.0,100.8,210.0,19.4,0.33,271.7,91,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-16T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.7949,172.9609,16.0,7.0,100.8,210.0,19.4,0.21,269.9,94,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-19T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.8168,172.8686,16.0,7.0,100.8,210.0,19.4,0.34,272.8,92,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-22T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.8696,172.7657,16.0,7.0,100.8,210.0,19.4,0.27,275.8,96,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-25T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.9177,172.6668,16.0,7.0,100.8,210.0,19.4,0.25,269.1,94,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-28T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-67.9672,172.5725,16.0,7.0,100.8,210.0,19.4,0.25,276.8,94,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-07-31T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-68.0167,172.4935,16.0,7.0,100.8,210.0,19.4,0.21,269.3,97,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-03T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-68.0518,172.4072,16.0,7.0,100.8,210.0,19.4,0.28,275.2,95,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-06T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-68.088,172.2989,16.0,7.0,100.8,210.0,19.4,0.33,265.4,91,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
2026-08-09T00:00:00+00:00,B15A-FRAG,Iceberg B-15A Remnant,USNIC-2000-B15A-R,-68.1331,172.202,16.0,7.0,100.8,210.0,19.4,0.33,268.9,94,Sentinel-1 SAR C-Band,Ross Ice Shelf,MODERATE,REAL DATA (BYU/USNIC Antarctic Iceberg Database)
